,target,cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,stalk_surface_above_ring,stalk_surfae_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_type,veil_color,ring_number,ring_type,spore_pring_color,population,habitat
1122,0,5,0,4,1,5,1,0,0,7,1,1,2,2,6,6,0,2,1,4,2,4,0
1123,0,2,2,9,1,0,1,1,1,7,1,1,2,2,7,7,0,2,1,4,6,4,0
1124,0,5,0,8,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,2,3,1
1125,0,2,2,8,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,2,0,1
1126,0,0,2,9,1,0,1,0,0,4,0,2,2,2,7,7,0,2,1,4,3,2,1
1127,0,5,0,8,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,3,0,1
1128,0,5,0,3,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,2,0,1
1129,1,2,2,4,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,3,4,5
1130,0,5,0,3,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,2,0,1
1131,1,5,2,4,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,2,3,1
1132,0,2,2,8,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,3,3,1
1133,0,5,3,8,1,0,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,2,1
1134,0,5,0,4,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,2,3,1
1135,0,5,0,4,1,5,1,0,0,5,1,1,2,2,7,6,0,2,1,4,3,5,0
1136,0,0,3,9,1,3,1,0,0,10,0,2,2,2,7,7,0,2,1,4,3,3,1
1137,0,2,0,8,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,3,0,1
1138,0,5,2,4,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,3,0,1
1139,0,2,0,8,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,3,0,1
1140,0,5,0,4,1,5,1,0,0,7,1,1,2,2,7,6,0,2,1,4,3,4,0
1141,0,2,0,8,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,3,3,1
1142,0,5,2,8,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,2,0,1
1143,0,5,2,4,0,5,1,1,0,5,1,3,0,0,7,7,0,2,1,0,3,0,1
1144,0,5,0,8,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,3,3,1
1145,0,2,2,3,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,2,3,1
1146,0,5,0,3,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,3,0,1
1147,0,5,0,3,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,2,0,1
1148,0,2,2,4,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,2,0,1
1149,0,2,2,8,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,2,0,1
1150,0,2,3,4,1,0,1,0,0,5,0,4,2,3,7,7,0,2,1,4,2,5,4
1151,1,5,3,8,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,3,4,1
1152,0,2,2,3,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,2,0,1
1153,1,5,3,8,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,2,4,1
1154,0,0,3,8,1,0,1,0,0,4,0,2,2,2,7,7,0,2,1,4,3,3,3
1155,0,5,2,3,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,2,3,1
1156,0,2,0,3,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,2,0,1
1157,0,2,0,8,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,3,3,1
1158,0,2,2,3,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,2,3,1
1159,0,0,3,8,1,0,1,0,0,2,0,2,2,2,7,7,0,2,1,4,3,2,1
1160,0,5,0,3,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,2,3,1
1161,0,5,0,2,1,5,1,0,0,7,1,1,2,2,7,7,0,2,1,4,3,4,0
1162,0,5,3,9,1,0,1,0,0,7,0,4,2,3,7,7,0,2,1,4,2,3,4
1163,0,5,2,8,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,2,3,1
1164,0,0,2,8,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,3,2,3
1165,1,5,2,4,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,2,4,1
1166,0,5,0,4,1,5,1,0,0,7,1,1,2,2,6,6,0,2,1,4,2,5,0
1167,0,2,2,4,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,2,3,1
1168,0,0,2,8,1,0,1,0,0,2,0,2,2,2,7,7,0,2,1,4,3,2,3
1169,0,5,2,3,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,2,3,1
1170,0,5,0,4,1,5,1,0,0,9,1,1,2,2,6,3,0,2,1,4,2,4,0
1171,0,2,0,8,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,3,0,1
1172,0,5,0,4,0,5,1,0,1,2,0,3,2,2,7,7,0,2,1,4,2,4,5
1173,0,5,0,3,0,5,1,0,1,2,0,3,2,2,7,7,0,2,1,4,2,4,5
1174,0,5,0,3,0,5,1,0,1,7,0,3,2,2,7,7,0,2,1,4,2,5,5
1175,0,0,3,9,1,3,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,3,3
1176,0,2,0,4,0,5,1,0,1,2,0,3,2,2,7,7,0,2,1,4,3,4,5
1177,0,5,0,8,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,3,0,1
1178,0,2,3,4,1,0,1,0,0,10,0,4,2,3,7,7,0,2,1,4,2,3,4
1179,0,5,3,4,1,3,1,0,0,7,0,4,2,3,7,7,0,2,1,4,2,5,4
1180,0,5,3,9,1,3,1,0,0,7,0,4,2,3,7,7,0,2,1,4,2,5,1
1181,0,2,0,3,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,3,0,1
1182,0,5,3,8,1,0,1,0,0,5,0,2,2,2,7,7,0,2,1,4,2,2,1
1183,0,5,3,8,1,0,1,0,0,5,0,2,2,2,7,7,0,2,1,4,2,3,1
1184,0,2,2,8,0,5,1,1,0,5,1,3,0,0,7,7,0,2,1,0,3,0,1
1185,0,2,2,3,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,2,0,1
1186,1,2,2,4,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,2,4,5
1187,0,5,3,9,1,3,1,0,0,5,0,2,2,2,7,7,0,2,1,4,3,3,1
1188,0,5,0,4,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,3,3,1
1189,0,5,0,8,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,2,3,1
1190,0,5,2,9,1,3,1,0,0,10,0,2,2,2,7,7,0,2,1,4,3,3,3
1191,0,5,0,2,1,5,1,0,0,7,1,1,2,2,3,6,0,2,1,4,3,4,0
1192,0,2,3,4,1,3,1,0,0,7,0,4,2,3,7,7,0,2,1,4,3,3,4
1193,0,0,2,8,1,0,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,2,1
1194,1,5,2,4,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,2,3,1
1195,0,5,0,3,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,2,3,1
1196,0,0,3,8,1,0,1,0,0,5,0,2,2,2,7,7,0,2,1,4,3,2,3
1197,0,5,2,8,1,3,1,0,0,4,0,2,2,2,7,7,0,2,1,4,3,2,1
1198,0,0,3,9,1,3,1,0,0,4,0,2,2,2,7,7,0,2,1,4,2,3,3
1199,0,5,3,8,1,3,1,0,0,10,0,2,2,2,7,7,0,2,1,4,3,2,1
1200,0,5,2,9,1,0,1,0,0,2,0,2,2,2,7,7,0,2,1,4,3,2,1
1201,0,0,2,8,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,2,2,1
1202,0,2,2,4,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,2,3,1
1203,1,2,2,8,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,3,3,1
1204,0,2,2,4,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,3,0,1
1205,0,2,0,4,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,2,0,1
1206,1,2,3,8,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,2,3,5
1207,0,2,2,8,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,2,0,1
1208,0,5,0,8,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,3,3,1
1209,0,5,2,4,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,2,0,1
1210,0,2,2,4,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,2,0,1
1211,0,2,3,9,1,0,1,0,0,5,0,4,2,3,7,7,0,2,1,4,2,5,1
1212,0,5,0,3,0,5,1,1,0,5,1,3,0,0,7,7,0,2,1,0,2,0,1
1213,0,5,0,4,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,2,0,1
1214,1,2,2,4,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,3,4,1
1215,0,5,2,8,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,3,0,1
1216,0,2,0,4,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,2,3,1
1217,0,2,0,8,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,3,0,1
1218,0,2,0,8,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,3,3,1
1219,0,5,3,9,1,0,1,0,0,5,0,4,2,3,7,7,0,2,1,4,2,3,1
1220,0,5,2,3,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,3,3,1
1221,0,5,0,3,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,3,0,1
1222,0,2,0,4,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,2,3,1
1223,0,2,2,4,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,2,0,1
1224,0,5,0,8,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,2,3,1
1225,0,5,3,2,1,5,1,0,0,10,1,1,2,2,3,6,0,2,1,4,3,4,0
1226,0,5,0,4,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,2,0,1
1227,1,5,2,8,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,3,4,1
1228,0,5,3,4,1,5,1,0,0,10,1,1,2,2,6,3,0,2,1,4,2,5,0
1229,0,5,0,4,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,3,3,1
1230,1,2,3,8,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,3,3,1
1231,0,2,0,3,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,2,0,1
1232,0,5,0,8,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,3,0,1
1233,0,2,2,4,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,2,0,1
1234,0,2,0,3,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,2,0,1
1235,0,2,2,3,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,2,0,1
1236,0,2,0,3,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,3,3,1
1237,0,5,2,3,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,3,3,1
1238,0,5,2,4,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,2,3,1
1239,1,2,2,8,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,2,4,5
1240,0,5,2,3,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,3,0,1
1241,1,5,2,8,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,2,3,1
1242,1,2,2,8,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,3,3,5
1243,0,2,2,4,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,3,3,1
1244,0,5,0,3,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,2,0,1
1245,0,2,2,3,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,3,0,1
1246,0,5,2,3,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,2,0,1
1247,0,2,0,3,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,2,0,1
1248,0,2,0,3,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,3,0,1
1249,0,5,3,3,1,5,1,0,0,5,1,1,2,2,3,6,0,2,1,4,3,5,0
1250,0,5,0,4,1,5,1,0,0,5,1,1,2,2,7,7,0,2,1,4,3,4,0
1251,0,2,2,8,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,3,0,1
1252,1,2,3,8,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,3,4,1
1253,1,2,3,4,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,3,3,1
1254,0,5,2,8,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,3,0,1
1255,1,2,2,4,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,3,3,1
1256,0,2,0,4,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,2,3,1
1257,0,2,2,8,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,3,0,1
1258,1,2,2,4,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,2,4,1
1259,1,2,3,8,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,2,4,1
1260,1,2,3,4,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,2,4,1
1261,1,2,2,8,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,2,3,1
1262,0,5,2,8,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,2,0,1
1263,0,5,0,4,1,5,1,0,0,7,1,1,2,2,3,6,0,2,1,4,3,4,0
1264,0,2,2,8,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,3,0,1
1265,0,2,0,3,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,2,0,1
1266,1,2,3,4,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,2,4,5
1267,0,5,2,8,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,3,3,1
1268,0,5,3,2,1,5,1,0,0,5,1,1,2,2,6,7,0,2,1,4,3,5,0
1269,0,2,2,3,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,2,3,1
1270,0,5,2,8,0,5,1,1,0,5,1,3,0,0,7,7,0,2,1,0,3,3,1
1271,1,2,2,8,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,3,3,1
1272,0,2,0,4,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,3,0,1
1273,0,5,0,8,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,2,3,1
1274,1,2,2,8,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,2,3,5
1275,0,5,0,4,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,3,0,1
1276,0,2,0,8,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,3,3,1
1277,0,5,2,8,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,2,3,1
1278,0,2,2,8,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,3,3,1
1279,0,0,3,9,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,2,2,3
1280,0,5,2,3,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,3,0,1
1281,0,5,0,8,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,2,3,1
1282,0,5,2,4,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,3,3,1
1283,0,5,0,4,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,2,0,1
1284,0,2,0,3,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,2,0,1
1285,1,5,3,4,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,2,3,5
1286,0,2,2,3,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,2,3,1
1287,0,5,0,4,1,5,1,0,0,7,1,1,2,2,7,3,0,2,1,4,2,5,0
1288,0,2,2,8,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,2,0,1
1289,0,5,0,4,1,5,1,0,0,5,1,1,2,2,3,3,0,2,1,4,2,4,0
1290,0,5,0,3,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,3,0,1
1291,0,5,0,8,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,2,0,1
1292,1,2,2,8,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,3,4,1
1293,1,2,2,8,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,2,4,1
1294,0,5,2,3,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,3,0,1
1295,0,5,0,4,1,5,1,0,0,9,1,1,2,2,3,6,0,2,1,4,3,4,0
1296,0,5,2,3,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,2,3,1
1297,0,5,3,9,1,0,1,0,0,10,0,4,2,3,7,7,0,2,1,4,2,3,4
1298,0,2,2,8,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,3,0,1
1299,0,5,2,8,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,3,0,1
1300,0,5,0,3,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,2,0,1
1301,0,2,2,8,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,3,3,1
1302,0,5,0,4,1,5,1,0,0,5,1,1,2,2,7,7,0,2,1,4,3,5,0
1303,0,2,2,3,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,3,0,1
1304,0,2,2,3,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,3,3,1
1305,0,2,0,4,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,3,3,1
1306,0,2,2,8,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,3,3,1
1307,0,2,2,8,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,3,0,1
1308,0,2,2,3,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,3,3,1
1309,0,2,0,8,0,5,1,1,0,5,1,3,0,0,7,7,0,2,1,0,3,3,1
1310,0,2,2,4,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,3,0,1
1311,1,2,2,8,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,3,3,1
1312,0,5,0,3,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,3,0,1
1313,0,0,3,9,1,3,1,0,0,4,0,2,2,2,7,7,0,2,1,4,2,2,1
1314,0,2,0,4,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,3,3,1
1315,0,2,2,3,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,3,3,1
1316,0,5,0,4,1,5,1,0,0,5,1,1,2,2,7,3,0,2,1,4,2,5,0
1317,0,0,2,9,1,3,1,0,0,5,0,2,2,2,7,7,0,2,1,4,2,3,3
1318,0,5,2,8,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,2,3,1
1319,0,2,0,4,1,5,1,0,0,5,1,1,2,2,7,6,0,2,1,4,3,5,0
1320,1,5,2,8,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,3,3,1
1321,0,2,0,8,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,2,3,1
1322,1,2,3,8,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,3,3,5
1323,0,5,2,4,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,3,0,1
1324,0,2,2,4,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,2,0,1
1325,0,0,2,9,1,3,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,2,1
1326,0,2,2,3,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,3,0,1
1327,0,5,2,3,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,3,0,1
1328,0,2,0,3,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,2,3,1
1329,0,5,0,3,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,2,3,1
1330,0,2,2,8,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,2,0,1
1331,1,2,2,4,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,2,4,1
1332,0,2,0,3,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,3,0,1
1333,0,2,2,8,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,2,0,1
1334,0,5,0,4,1,5,1,0,0,5,1,1,2,2,6,3,0,2,1,4,2,5,0
1335,0,5,2,4,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,3,0,1
1336,0,5,0,2,1,5,1,0,0,9,1,1,2,2,7,6,0,2,1,4,3,5,0
1337,0,5,3,9,1,0,1,0,0,5,0,2,2,2,7,7,0,2,1,4,3,2,1
1338,0,2,0,8,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,2,3,1
1339,0,5,2,8,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,2,0,1
1340,0,2,0,4,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,3,0,1
1341,1,2,2,8,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,2,3,5
1342,0,2,0,3,1,5,1,0,0,5,1,1,2,2,7,3,0,2,1,4,3,5,0
1343,0,2,2,8,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,3,3,1
1344,0,2,0,8,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,2,0,1
1345,1,2,3,4,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,3,4,1
1346,0,5,2,8,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,2,3,1
1347,0,5,0,4,1,5,1,0,0,7,1,1,2,2,3,7,0,2,1,4,3,5,0
1348,0,5,3,3,1,5,1,0,0,9,1,1,2,2,7,6,0,2,1,4,3,4,0
1349,0,5,3,3,1,5,1,0,0,7,1,1,2,2,7,3,0,2,1,4,3,4,0
1350,0,2,2,4,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,3,3,1
1351,0,2,2,8,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,3,3,1
1352,0,2,2,4,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,3,0,1
1353,0,5,2,4,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,2,0,1
1354,0,2,0,8,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,2,0,1
1355,0,5,0,4,0,5,1,1,0,5,1,3,0,0,7,7,0,2,1,0,2,3,1
1356,0,2,0,8,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,2,0,1
1357,0,2,0,4,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,3,0,1
1358,0,2,2,8,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,2,3,1
1359,0,2,0,4,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,3,0,1
1360,1,2,3,4,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,2,4,5
1361,0,2,0,8,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,2,0,1
1362,0,2,2,8,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,3,3,1
1363,0,5,0,4,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,3,0,1
1364,0,2,0,8,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,3,3,1
1365,0,5,0,3,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,2,0,1
1366,0,2,2,4,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,3,0,1
1367,0,5,0,3,1,5,1,0,0,5,1,1,2,2,3,3,0,2,1,4,2,4,0
1368,0,2,0,8,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,3,0,1
1369,0,2,0,4,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,2,3,1
1370,0,5,2,4,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,2,3,1
1371,0,5,0,8,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,2,3,1
1372,0,0,2,9,1,3,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,3,1
1373,1,5,3,4,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,2,3,1
1374,1,2,2,4,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,2,4,1
1375,0,2,0,8,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,2,3,1
1376,0,2,0,4,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,2,3,1
1377,1,2,3,4,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,2,3,1
1378,0,2,0,4,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,2,3,1
1379,1,5,2,8,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,3,4,5
1380,0,2,2,4,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,3,0,1
1381,1,2,3,8,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,3,4,5
1382,0,2,2,4,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,2,0,1
1383,0,2,2,3,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,2,0,1
1384,0,5,0,3,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,2,0,1
1385,0,2,0,4,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,3,3,1
1386,0,5,0,3,1,5,1,0,0,10,1,1,2,2,7,6,0,2,1,4,3,4,0
1387,0,5,0,4,1,5,1,0,0,7,1,1,2,2,3,6,0,2,1,4,2,4,0
1388,0,5,0,4,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,3,3,1
1389,0,5,0,3,1,5,1,0,0,10,1,1,2,2,3,7,0,2,1,4,2,5,0
1390,0,5,2,8,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,3,3,1
1391,0,2,2,8,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,2,0,1
1392,0,5,2,8,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,2,3,1
1393,0,2,0,3,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,2,3,1
1394,0,5,0,4,1,5,1,0,0,7,1,1,2,2,7,6,0,2,1,4,3,5,0
1395,0,5,2,8,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,3,3,1
1396,0,5,2,4,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,2,3,1
1397,0,2,2,3,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,3,3,1
1398,1,2,3,8,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,3,3,1
1399,0,2,2,4,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,2,3,1
1400,0,2,3,9,1,0,1,0,0,7,0,4,2,3,7,7,0,2,1,4,3,5,1
1401,0,5,0,3,1,5,1,0,0,5,1,1,2,2,3,6,0,2,1,4,2,5,0
1402,0,2,2,3,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,3,0,1
1403,0,5,2,3,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,3,0,1
